-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
42,-78.75,2018,224,0.17
42,-78.125,2018,224,1.09
42.5,-79.375,2018,224,0.03
42.5,-78.75,2018,224,0.16
42.5,-78.125,2018,224,0.96
43,-79.375,2018,224,0.46
43,-78.75,2018,224,0.41
43,-78.125,2018,224,0.34
43.5,-79.375,2018,224,1.26
43.5,-78.75,2018,224,1
43.5,-78.125,2018,224,0.98
42,-79.375,2018,225,1.11
42,-78.75,2018,225,1.99
42,-78.125,2018,225,11.2
42.5,-79.375,2018,225,0.18
42.5,-78.75,2018,225,1.54
42.5,-78.125,2018,225,6.38
43,-79.375,2018,225,0.16
43,-78.75,2018,225,0.94
43,-78.125,2018,225,3.02
43.5,-79.375,2018,225,0.04
43.5,-78.75,2018,225,0.26
43.5,-78.125,2018,225,0.67
42,-79.375,2018,226,4.45
42,-78.75,2018,226,8.99
42,-78.125,2018,226,16.66
42.5,-79.375,2018,226,4.56
42.5,-78.75,2018,226,9.21
42.5,-78.125,2018,226,20.91
43,-79.375,2018,226,2.45
43,-78.75,2018,226,6.02
43,-78.125,2018,226,17.46
43.5,-79.375,2018,226,0.56
43.5,-78.75,2018,226,1.31
43.5,-78.125,2018,226,2.37
42,-79.375,2018,227,0.08
42,-78.75,2018,227,0.1
42,-78.125,2018,227,0.1
42.5,-79.375,2018,227,0.16
42.5,-78.75,2018,227,0.15
42.5,-78.125,2018,227,0.11
43,-79.375,2018,227,0.15
43,-78.75,2018,227,0.74
43,-78.125,2018,227,1.07
43.5,-79.375,2018,227,1.78
43.5,-78.75,2018,227,3.04
43.5,-78.125,2018,227,3.61
42,-79.375,2018,228,5.79
42,-78.75,2018,228,4.25
42,-78.125,2018,228,1.38
42.5,-79.375,2018,228,1.59
42.5,-78.75,2018,228,2.6
42.5,-78.125,2018,228,1.46
43,-79.375,2018,228,1.47
43,-78.75,2018,228,1.36
43,-78.125,2018,228,1.41
43.5,-79.375,2018,228,1.5
43.5,-78.75,2018,228,0.45
43.5,-78.125,2018,228,0.3
42,-79.375,2018,229,12.84
42,-78.75,2018,229,19.76
42,-78.125,2018,229,16.79
42.5,-79.375,2018,229,12.36
42.5,-78.75,2018,229,20.3
42.5,-78.125,2018,229,21.17
43,-79.375,2018,229,9.42
43,-78.75,2018,229,13.35
43,-78.125,2018,229,17.09
43.5,-79.375,2018,229,8.81
43.5,-78.75,2018,229,5
