-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
41.5,-83.125,2018,228,7.31
41.5,-82.5,2018,228,4.13
42,-83.75,2018,228,6.52
42,-83.125,2018,228,6.76
42,-82.5,2018,228,3.27
42.5,-83.75,2018,228,3.97
42.5,-83.125,2018,228,4.8
42.5,-82.5,2018,228,2.74
41,-83.75,2018,229,14.34
41,-83.125,2018,229,15.75
41,-82.5,2018,229,13.52
41.5,-83.75,2018,229,13.65
41.5,-83.125,2018,229,12.55
41.5,-82.5,2018,229,10.09
42,-83.75,2018,229,10.11
42,-83.125,2018,229,6.65
42,-82.5,2018,229,5.13
42.5,-83.75,2018,229,4.13
42.5,-83.125,2018,229,3.45
42.5,-82.5,2018,229,3.77
41,-83.75,2018,230,0.36
41,-83.125,2018,230,0.64
41,-82.5,2018,230,3.12
41.5,-83.75,2018,230,0.75
41.5,-83.125,2018,230,1.2
41.5,-82.5,2018,230,2.35
42,-83.75,2018,230,1.07
42,-83.125,2018,230,2.71
42,-82.5,2018,230,3.06
42.5,-83.75,2018,230,1.83
42.5,-83.125,2018,230,3.13
42.5,-82.5,2018,230,2.47
41,-83.75,2018,231,0
41,-83.125,2018,231,0.01
41,-82.5,2018,231,0.02
41.5,-83.75,2018,231,0.03
41.5,-83.125,2018,231,0.12
41.5,-82.5,2018,231,0.1
42,-83.75,2018,231,0.73
42,-83.125,2018,231,0.94
42,-82.5,2018,231,0.47
42.5,-83.75,2018,231,2.76
42.5,-83.125,2018,231,1.27
42.5,-82.5,2018,231,0.6
41,-83.75,2018,232,0.62
41,-83.125,2018,232,0.85
41,-82.5,2018,232,0.77
41.5,-83.75,2018,232,0.57
41.5,-83.125,2018,232,0.7
41.5,-82.5,2018,232,0.46
42,-83.75,2018,232,0.64
42,-83.125,2018,232,0.64
42,-82.5,2018,232,0.2
42.5,-83.75,2018,232,1.08
42.5,-83.125,2018,232,0.73
42.5,-82.5,2018,232,0.12
41,-83.75,2018,233,29.86
41,-83.125,2018,233,36.31
41,-82.5,2018,233,26.58
41.5,-83.75,2018,233,20.83
41.5,-83.125,2018,233,26.52
41.5,-82.5,2018,233,29.22
42,-83.75,2018,233,15.41
42,-83.125,2018,233,18.7
42,-82.5,2018,233,20.3
42.5,-83.75,2018,233,14.83
42.5,-83.125,2018,233,15.64
42.5,-82.5,2018,233,14.15
41,-83.75,2018,234,0.05
41,-83.125,2018,234,0.1
41,-82.5,2018,234,0.49
41.5,-83.75,2018,234,0.18
41.5,-83.125,2018,234,0.36
41.5,-82.5,2018,234,1.53
42,-83.75,2018,234,0.22
42,-83.125,2018,234,1.37
42,-82.5,2018,234,5.03
42.5,-83.75,2018,234,0.43
42.5,-83.125,2018,234,2.01
42.5,-82.5,2018,234,7.72
41,-83.75,2018,235,0.01
41,-83.125,2018,235,0.01
41,-82.5,2018,235,0.01
41.5,-83.75,2018,235,0.06
41.5,-83.125,2018,235,0.12
41.5,-82.5,2018,235,0.12
42,-83.75,2018,235,0.06
42,-83.125,2018,235,0.22
42,-82.5,2018,235,0.31
42.5,-83.75,2018,235,0.05
42.5,-83.125,2018,235,0.2
42.5,-82.5,2018,235,0.32
41,-83.75,2018,236,0.18
41,-83.125,2018,236,0.02
41,-82.5,2018,236,0.04
41.5,-83.75,2018,236,0.07
41.5,-83.125,2018,236,0.13
41.5,-82.5,2018,236,0.24
42,-83.75,2018,236,0.05
42,-83.125,2018,236,0.19
42,-82.5,2018,236,0.43
42.5,-83.75,2018,236,0.09
42.5,-83.125,2018,236,0.18
42.5,-82.5,2018,236,0.37
41,-83.75,2018,237,6.76
41,-83.125,2018,237,5.87
41,-82.5,2018,237,6.29
41.5,-83.75,2018,237,8.12
41.5,-83.125,2018,237,8.37
41.5,-82.5,2018,237,7.52
42,-83.75,2018,237,8.21
42,-83.125,2018,237,6.81
42,-82.5,2018,237,3.71
42.5,-83.75,2018,237,8.11
42.5,-83.125,2018,237,6.52
42.5,-82.5,2018,237,2.07
41,-83.75,2018,238,7.09
41,-83.125,2018,238,10.01
41,-82.5,2018,238,9.55
41.5,-83.75,2018,238,5.02
41.5,-83.125,2018,238,8.39
41.5,-82.5,2018,238,11.34
42,-83.75,2018,238,1.49
42,-83.125,2018,238,4.89
42,-82.5,2018,238,8.51
42.5,-83.75,2018,238,4.27
42.5,-83.125,2018,238,3.44
42.5,-82.5,2018,238,4.03
41,-83.75,2018,239,0.11
41,-83.125,2018,239,0.26
41,-82.5,2018,239,0.26
